,所在地址,小区名称,总价格,单价,房屋基本信息,房屋交易属性信息,房屋特色
1150,"['东西湖', '金银湖']",['联通佳苑'],['131'],['9268'],"{'房屋户型': '4室2厅1厨2卫', '所在楼层': '低楼层 (共23层)', '建筑面积': '141.36㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '两梯两户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '4室2厅1厨2卫', '所在楼层': '低楼层 (共23层)', '建筑面积': '141.36㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '两梯两户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '永旺旁 地铁口 大四房老证 两梯两户 电梯房', '小区介绍': '联通佳苑住宅小区永旺旁，7号线地铁口小区围合式布局楼间距开阔视野无遮挡正规板楼设计两梯两户电梯房大户型业主自购地下车位此价格包含车位诚意卖', '户型介绍': '正规板楼结构，通透大四居，双阳台，有入户花园，明厨明卫有飘窗，两梯两户！', '周边配套': '小区1000米有金银潭永旺梦乐城，吃喝玩乐购一体！西北侧600米庭悦荟、中百仓储，电影院、麦当劳等等，300米就是马池站地铁口，出行方便，生活便捷，医院有常青普爱医院，和田医院、环湖中路在建的武汉协和医院，让您放心居住无担忧'}"
1151,"['东湖高新', '光谷东']",['碧桂园生态城左岸'],['102'],['9746'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共30层)', '建筑面积': '104.66㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯三户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共30层)', '建筑面积': '104.66㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯三户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '核.心地段，在花山简直无可替代。生活很方便。', '适宜人群': '小区里面大部分是软件园或者光谷东上班的年轻人，文化水平和素质都很高。 现在首套只需要首付2成，贷款方式不限，配套齐全，有菜市场、公园、距离医院，地铁近。', '税费解析': '房屋产权: 房子为商品房 税费金 : 增值税5.3%，个税1%，契税1.5%（首套）2%（二套）'}"
1152,"['江夏', '文化大道']",['清江泓景'],['84'],['10607'],"{'房屋户型': '2室1厅1厨1卫', '所在楼层': '低楼层 (共30层)', '建筑面积': '79.2㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室1厅1厨1卫', '所在楼层': '低楼层 (共30层)', '建筑面积': '79.2㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '地铁口，永旺旁，公园边，证满两年，一线湖景房', '户型介绍': '本房精装修，全朝南两房，通风好，自己住的，保养好，高楼层视野开阔', '周边配套': '小区地理位置好，一线观湖，是江夏天地，出行方便。地铁公交都很方便', '交通出行': '7号轨道交通江夏客厅站，到地铁100米不到距离，门口就是901.905.908等公交，交通出行便利'}"
1153,"['东湖高新', '金融港']",['当代国际城'],['185'],['16464'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共30层)', '建筑面积': '112.37㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共30层)', '建筑面积': '112.37㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '房源比较优质，中间楼层，小区中间位置', '小区介绍': '小区自带逛街中信 24小时保安巡逻 720度视野监控 人车分流 次新小区 绿化高 当代自己的物业 2号地铁沿线 交通便利', '户型介绍': '3房 标准户型 没有任何的改动 两梯四户 户型比较方正， 视野开阔', '税费解析': '70年商品住宅 房产证满两年不唯一 后期有1.5%契税1%个税 看房预约'}"
1154,"['武昌', '中南丁字桥']",['姚家岭新城'],['140'],['14379'],"{'房屋户型': '2室2厅1厨1卫', '所在楼层': '中楼层 (共45层)', '建筑面积': '97.37㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '三梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室2厅1厨1卫', '所在楼层': '中楼层 (共45层)', '建筑面积': '97.37㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '三梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}",{}
1155,"['黄陂', '盘龙城']",['歌林花园'],['73'],['6913'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '低楼层 (共18层)', '建筑面积': '105.61㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '其他', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '低楼层 (共18层)', '建筑面积': '105.61㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '其他', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房门口地铁，证满二没有贷款税费少', '户型介绍': '此房是小三室，都是明厨明卫，朝南的户型，采光不错，客厅带阳台', '税费解析': '此房为70年产权的商品房，证满二，过户税费是契税1.5%，个税1%', '交通出行': '小区门口有地铁2、7号线，是地下换乘，同时还有几条公交线路出行方便'}"
1156,"['江汉', '唐家墩']",['万科汉口传奇唐樾'],['178'],['19851'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共42层)', '建筑面积': '89.67㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '东', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '四梯八户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共42层)', '建筑面积': '89.67㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '东', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '四梯八户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '满两年 居家 自住的小三房 公摊仅17%', '户型介绍': '户型方正 没有暗房 东北通透 明厨明卫   好楼层 没出租过', '税费解析': '房屋产权为商品房 过户税费 首套房契税 1% 个税1% 二套1% 个税1% 三套和三套以上契税3% 个税1%', '装修描述': '开发商精装修交付的  业主家电都配齐全了 可以拎包入住  业主婚房 没有怎么入住', '交通出行': '距离地铁6号线唐家墩地铁口900米 距离机场高速600米 二环线发展大道500米（来自百度地图）'}"
1157,"['江岸', '塔子湖']",['三元中央公园陌陌屋'],['129'],['15372'],"{'房屋户型': '2室1厅1厨1卫', '所在楼层': '中楼层 (共32层)', '建筑面积': '83.92㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '三梯五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室1厅1厨1卫', '所在楼层': '中楼层 (共32层)', '建筑面积': '83.92㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '三梯五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '南向，楼层好，满五年，毛坯房，大阳台，诚心出售！！', '小区介绍': '小区2015年2月底交房至今，房龄6年，当时开盘名为青年艺术居住区，80，90后居多，小区氛围融洽，小孩很多。物业费1.8每平米，地下车位480元每月，人车分流小区，自带普惠幼儿园，生活住家上学都很方便。', '户型介绍': '房型方正，客厅有大阳台，日照时间长，视野较好。采光通风都不错。客厅和卫生间都很宽敞，起居生活很方便，拎包入住.', '交通出行': '小区步行600米可到8号线中一路地铁站，正在建设地铁12号线，就在小区旁边。小区自带生活街，吃饭宵夜一条龙。大型培优机构，社区服务，诊所，商场，生鲜都在下去楼下，生活很方便，永旺不到1公里，买房一到位。'}"
1158,"['东湖高新', '金融港']",['万科魅力之城南区'],['131'],['15808'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共26层)', '建筑面积': '82.87㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共26层)', '建筑面积': '82.87㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '万科物业，临地铁有轨电车，居住舒适，楼层采光视野好', '户型介绍': '户型布局合理，明厨明卫，客厅朝北视野开阔，主卧朝南带阳台，次卧朝北，卫生间干湿分区，中高楼层，采光好', '税费解析': '此房不满两年，征增值税5.3%及附加，仅需缴纳1%个税，1%契税。', '装修描述': '装修情况：万科开发商统一精装修，保养一般，后期需要重新装修一下'}"
1159,"['硚口', '古田']",['招商江湾国际'],['186'],['14732'],"{'房屋户型': '4室2厅1厨2卫', '所在楼层': '低楼层 (共33层)', '建筑面积': '126.26㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '4室2厅1厨2卫', '所在楼层': '低楼层 (共33层)', '建筑面积': '126.26㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '《店长推荐》正规4房，全屋暖气片+中Y空调，央企开发', '小区介绍': '此房位于小区中间安全安静，不临街，户型好，楼层好，采光好。央企开发，楼间距开。', '周边配套': '军事经济学院幼儿园、生活村幼儿园、武汉市硚口区添添艺术幼儿园、陈家墩幼儿园北区，中百仓储，沃尔玛，山姆会员店，麦德龙，凯德广场，海尔国际广场；普爱医院，协和医院，同济医院，中山医院', '交通出行': '近城市主干道，出门即是公交车站，离古田二路轻轨站近，物业保安责任心强，小区内干净整洁，进出门均需登记。2路;311路;328路;505路;508路;512路;531路;546路;548路;550路;558路;560路;589路;621路;722路;737路;741路;806路都可以到小区，出行很方便。'}"
1160,"['洪山', '白沙洲']",['红霞雅苑'],['76'],['6396'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '高楼层 (共31层)', '建筑面积': '118.84㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '暂无数据', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '其他', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '高楼层 (共31层)', '建筑面积': '118.84㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '暂无数据', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '其他', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '房东诚心出售，视野无遮挡， 随时看房', '小区介绍': '小区在青菱湖边，环境舒适，小区里面设有活动场所，小区都是小高层，低密度居住环境', '周边配套': '该项目西临青菱湖、东临青郑高速、西临武咸公路辅路、北临武汉科技大学，配套有湖北福星惠誉置业有限公司在武昌南大学园区开发的东澜岸广场，有大型购物的地方，影院，处于黄家湖的繁华商圈地段', '交通出行': '区开车1000米可以上四环线，小区往北开车3000米可以上三环线，通达武汉三镇，5号线延长线到小区旁边，大约400米'}"
